gene,DM_1,DM_2,DM_3,DM_4,DM_5,selected,Pseudoorder-1,Pseudoorder-2,Pseudoorder-3
CMTM8,-0.0008165811846674896,0.000885896520657762,-0.003810577009336095,-0.0003697161836441667,0.00041799295220132723,Trajectory-3,0.0,0.0,226.0
CNTNAP2,-0.0008989898223282284,0.0010579247873906494,-0.004614720083359711,-0.0016429794347002328,0.003297680221478204,Other,0.0,0.0,0.0
COBL,-0.00017800194555503665,0.0005858674776233481,0.0048872968568152274,-0.0005593630760624722,9.002536689666463e-05,Trajectory-3,0.0,0.0,97.0
COL5A1,-0.0008225498013967293,0.000931212472716822,-0.0030402275149353356,-0.0012085101540592323,0.001866589578652028,Other,0.0,0.0,0.0
CPLX1,-0.0007629692215848151,0.0007969948562336545,-0.00039449040050152756,-0.0022174624991758195,0.002626057165942895,Other,0.0,0.0,0.0
CREG2,-0.0005491529119527568,0.0009344425195198799,-0.0007094597332806062,2.0705870019843518e-05,0.001108172628257509,Trajectory-3,0.0,0.0,178.0
CRIP1,0.001947673173302524,0.0009615566001117572,0.0012018781859552444,0.0073741672703986835,-0.0007651874555943592,Trajectory-3,0.0,0.0,218.0
CRIP2,-0.0007730604918172329,0.0009411828039407627,-0.002165251829381978,-0.0012293949837618515,0.0019671652893770044,Trajectory-3,0.0,0.0,176.0
CRLF1,-0.0006707324432936556,-0.000811114020644106,0.004497672382855119,-0.0024613153773718924,-0.0010548628090187601,Trajectory-3,0.0,0.0,73.0
CSGALNACT1,-0.00017485916588280524,0.0007668170329837835,0.0034137974234772087,0.001673245622509658,0.00020642523851570517,Trajectory-3,0.0,0.0,128.0
CSRNP1,-0.0006945035216586894,0.0006380699604912971,-0.0017165924797596722,7.724218751502939e-05,-0.0013592967318820865,Trajectory-3,0.0,0.0,199.0
CSTA,0.0010882385415040454,0.0013942091078785782,0.0048718808743195416,0.034913104968015175,0.007642590703301724,Trajectory-3,0.0,0.0,307.0
CTC-367J11.1,-0.0009659899607028432,0.0010719889176216382,-0.004745946068893042,-0.0027013022025383377,0.004647770093241728,Other,0.0,0.0,0.0
CTC-436K13.3,-0.000316033366256087,0.0003321803169835979,0.008340763046713868,-0.002722644027142978,0.0008277646162822726,Trajectory-3,0.0,0.0,15.0
CTC-487M23.8,-0.0005425588348428833,-0.00020059065359541493,0.0015805203846892275,2.437461771958883e-05,-0.0023921691676557807,Trajectory-3,0.0,0.0,132.0
CTC-523E23.4,-0.0010094033670559315,-0.0028267604989834828,-0.00022654512614463695,-0.0020837782346119164,-0.003927459203933658,Other,0.0,0.0,0.0
CTD-2547L24.4,0.0016922220179892645,0.0007342409796489086,0.004444467279922228,0.0035318195593610118,0.00014087291146608157,Trajectory-3,0.0,0.0,119.0
CTF1,-0.0009119668793781745,0.0008060223043034325,-0.005152437088444199,-0.00036188627917937017,-0.0006109614433759438,Other,0.0,0.0,0.0
CTSG,-0.00017422093893056768,0.00113963588652355,-0.0005454388900625019,0.010035142608746033,0.0012920723784935813,Trajectory-3,0.0,0.0,274.0
CXCL10,-0.0006378209354909787,0.0009855878090328876,-0.001999890665499924,-0.00036027763052049757,0.0019032385422129085,Trajectory-3,0.0,0.0,184.0
CXCL2,-0.0008085080501324765,0.000969136554369368,-0.0036308352977162,-0.00021133373399909796,0.0009962064897246436,Trajectory-3,0.0,0.0,230.0
CXCL3,-0.0009450933998028159,0.0010041218047281597,-0.004896137917686535,-0.001811361191569194,0.0030104583522592297,Other,0.0,0.0,0.0
CXCL8,-0.0007061674549093852,0.0010238543214211035,-0.003285741362068199,0.0013004120520755948,0.0006402204065666925,Trajectory-3,0.0,0.0,256.0
